id,sentiment
4079_8,0.50416744
1179_7,0.50416744
3069_9,0.50416744
3769_8,0.50416744
9247_10,0.50416744
10434_1,0.50416744
1147_10,0.50416744
5344_7,0.50416744
8073_10,0.50416744
7833_3,0.50416744
8370_1,0.50416744
9007_8,0.50416744
6624_7,0.50416744
6683_3,0.50416744
12275_7,0.50416744
11927_8,0.50416744
1560_10,0.50416744
1325_9,0.50416744
3548_8,0.50416744
607_1,0.50416744
6702_7,0.50416744
5702_3,0.50416744
11345_8,0.50416744
3428_4,0.50416744
7209_9,0.50416744
8425_8,0.50416744
3087_1,0.50416744
1119_8,0.50416744
5715_3,0.50416744
8645_1,0.50416744
2149_3,0.50416744
10403_10,0.50416744
5628_1,0.50416744
5570_10,0.50416744
1613_3,0.50416744
1454_4,0.50416744
5094_3,0.50416744
7982_1,0.50416744
6894_2,0.50416744
6554_1,0.50416744
4721_3,0.50416744
6904_4,0.50416744
893_8,0.50416744
4605_4,0.50416744
11516_7,0.50416744
11718_7,0.50416744
5956_1,0.50416744
7455_9,0.50416744
6396_4,0.50416744
1223_8,0.50416744
8556_1,0.50416744
6108_8,0.50416744
11690_1,0.50416744
3778_9,0.50416744
3627_4,0.50416744
8256_4,0.50416744
533_1,0.50416744
5235_4,0.50416744
621_2,0.50416744
5365_1,0.50416744
8180_3,0.50416744
7396_7,0.50416744
9776_10,0.50416744
8175_10,0.50416744
3128_1,0.50416744
4606_1,0.50416744
6158_2,0.50416744
3281_10,0.50416744
4723_4,0.50416744
11994_3,0.50416744
7701_1,0.50416744
103_3,0.50416744
8908_10,0.50416744
8876_1,0.50416744
7519_9,0.50416744
12456_8,0.50416744
9514_8,0.50416744
8680_8,0.50416744
12402_10,0.50416744
362_2,0.50416744
9825_7,0.50416744
2913_3,0.50416744
7164_8,0.50416744
11177_7,0.50416744
5707_10,0.50416744
8103_10,0.50416744
6289_1,0.50416744
11754_1,0.50416744
11640_10,0.50416744
9933_7,0.50416744
185_10,0.50416744
242_10,0.50416744
9369_8,0.50416744
7453_10,0.50416744
7514_7,0.50416744
10860_2,0.50416744
8663_8,0.50416744
9108_1,0.50416744
7941_1,0.50416744
10116_1,0.50416744
9841_4,0.50416744
4512_9,0.50416744
4853_2,0.50416744
2664_4,0.50416744
9966_10,0.50416744
5167_2,0.50416744
3894_2,0.50416744
3929_8,0.50416744
7165_10,0.50416744
5451_8,0.50416744
2947_4,0.50416744
4611_10,0.50416744
5807_1,0.50416744
9464_8,0.50416744
3124_10,0.50416744
2705_4,0.50416744
12187_8,0.50416744
12319_10,0.50416744
9874_3,0.50416744
3406_4,0.50416744
2327_10,0.50416744
605_10,0.50416744
8080_4,0.50416744
3074_10,0.50416744
2499_3,0.50416744
1013_1,0.50416744
11535_1,0.50416744
4118_7,0.50416744
10492_8,0.50416744
2129_4,0.50416744
9814_10,0.50416744
10671_9,0.50416744
5980_10,0.50416744
2755_2,0.50416744
5461_2,0.50416744
11979_1,0.50416744
8810_1,0.50416744
852_7,0.50416744
10961_4,0.50416744
7436_4,0.50416744
11281_3,0.50416744
4208_3,0.50416744
8213_10,0.50416744
9851_2,0.50416744
4713_7,0.50416744
9528_1,0.50416744
3595_10,0.50416744
5785_3,0.50416744
10370_3,0.50416744
1980_3,0.50416744
8800_4,0.50416744
4437_3,0.50416744
28_3,0.50416744
12171_1,0.50416744
9359_3,0.50416744
3831_9,0.50416744
10962_7,0.50416744
1500_9,0.50416744
11470_10,0.50416744
11843_3,0.50416744
11200_4,0.50416744
1067_1,0.50416744
3333_1,0.50416744
4487_4,0.50416744
6428_1,0.50416744
575_7,0.50416744
10904_9,0.50416744
11821_2,0.50416744
11605_1,0.50416744
1111_7,0.50416744
10295_1,0.50416744
1146_4,0.50416744
2405_9,0.50416744
11081_10,0.50416744
2201_10,0.50416744
4844_1,0.50416744
11007_8,0.50416744
6535_7,0.50416744
2653_4,0.50416744
8245_10,0.50416744
9951_8,0.50416744
6133_8,0.50416744
10006_2,0.50416744
7350_1,0.50416744
4509_9,0.50416744
948_1,0.50416744
3987_1,0.50416744
2947_10,0.50416744
6041_3,0.50416744
2946_1,0.50416744
11967_4,0.50416744
1185_10,0.50416744
10323_2,0.50416744
11706_2,0.50416744
3663_1,0.50416744
5602_10,0.50416744
4870_10,0.50416744
1994_1,0.50416744
10807_7,0.50416744
6871_3,0.50416744
1175_2,0.50416744
10919_7,0.50416744
8127_10,0.50416744
12497_4,0.50416744
3274_1,0.50416744
2568_3,0.50416744
840_2,0.50416744
5626_10,0.50416744
7561_10,0.50416744
4600_3,0.50416744
3324_9,0.50416744
8899_7,0.50416744
5592_8,0.50416744
12483_4,0.50416744
7874_1,0.50416744
5878_10,0.50416744
4303_9,0.50416744
9421_1,0.50416744
10269_4,0.50416744
10615_2,0.50416744
2634_10,0.50416744
7522_1,0.50416744
9289_10,0.50416744
4636_10,0.50416744
1241_7,0.50416744
9458_9,0.50416744
11690_10,0.50416744
7176_4,0.50416744
6212_10,0.50416744
6319_1,0.50416744
5229_3,0.50416744
466_9,0.50416744
8693_2,0.50416744
2952_10,0.50416744
1128_1,0.50416744
3975_10,0.50416744
11365_10,0.50416744
2074_9,0.50416744
9768_10,0.50416744
4895_1,0.50416744
5726_10,0.50416744
9993_10,0.50416744
11319_2,0.50416744
10561_2,0.50416744
5455_8,0.50416744
10684_3,0.50416744
3652_3,0.50416744
7825_1,0.50416744
8806_1,0.50416744
275_10,0.50416744
2246_1,0.50416744
11968_2,0.50416744
2528_1,0.50416744
8491_8,0.50416744
13_1,0.50416744
4530_8,0.50416744
5207_3,0.50416744
11648_10,0.50416744
8260_1,0.50416744
10730_10,0.50416744
10402_3,0.50416744
8077_1,0.50416744
8598_8,0.50416744
2809_3,0.50416744
12490_10,0.50416744
1447_9,0.50416744
1605_3,0.50416744
2311_4,0.50416744
3235_9,0.50416744
5725_10,0.50416744
9025_10,0.50416744
6049_9,0.50416744
4803_10,0.50416744
191_9,0.50416744
420_3,0.50416744
5238_2,0.50416744
1280_9,0.50416744
9408_4,0.50416744
819_1,0.50416744
1656_4,0.50416744
9964_3,0.50416744
10404_4,0.50416744
12369_10,0.50416744
6423_1,0.50416744
9942_8,0.50416744
1519_1,0.50416744
100_10,0.50416744
3216_10,0.50416744
3909_10,0.50416744
5034_7,0.50416744
14_8,0.50416744
5891_3,0.50416744
8496_10,0.50416744
7429_1,0.50416744
9457_1,0.50416744
9602_8,0.50416744
4198_1,0.50416744
154_2,0.50416744
5070_2,0.50416744
4207_8,0.50416744
7758_8,0.50416744
4439_9,0.50416744
12042_1,0.50416744
7244_1,0.50416744
6854_1,0.50416744
11932_10,0.50416744
4151_10,0.50416744
7265_1,0.50416744
10272_7,0.50416744
4256_4,0.50416744
1225_7,0.50416744
956_10,0.50416744
6389_2,0.50416744
1365_4,0.50416744
4752_7,0.50416744
276_10,0.50416744
8766_9,0.50416744
11225_10,0.50416744
6920_1,0.50416744
11536_1,0.50416744
1923_9,0.50416744
11460_10,0.50416744
10054_7,0.50416744
10845_1,0.50416744
10231_4,0.50416744
9430_8,0.50416744
3226_2,0.50416744
4298_3,0.50416744
10635_4,0.50416744
10567_4,0.50416744
5460_10,0.50416744
7310_7,0.50416744
10330_2,0.50416744
5151_9,0.50416744
11_3,0.50416744
1448_8,0.50416744
10130_8,0.50416744
2199_3,0.50416744
1761_10,0.50416744
2782_1,0.50416744
7618_10,0.50416744
85_10,0.50416744
5730_3,0.50416744
3641_1,0.50416744
8190_9,0.50416744
9533_10,0.50416744
9508_1,0.50416744
237_8,0.50416744
3981_7,0.50416744
7194_9,0.50416744
10584_8,0.50416744
248_2,0.50416744
8358_4,0.50416744
1218_1,0.50416744
4191_10,0.50416744
3090_8,0.50416744
11923_2,0.50416744
1640_8,0.50416744
9972_3,0.50416744
11818_4,0.50416744
4350_10,0.50416744
877_10,0.50416744
10017_8,0.50416744
7975_10,0.50416744
8436_1,0.50416744
6024_7,0.50416744
3112_1,0.50416744
951_10,0.50416744
1622_1,0.50416744
191_3,0.50416744
5669_1,0.50416744
1891_4,0.50416744
12173_9,0.50416744
7887_7,0.50416744
3256_10,0.50416744
5419_1,0.50416744
7635_1,0.50416744
8297_2,0.50416744
7137_8,0.50416744
7562_3,0.50416744
9944_1,0.50416744
4288_1,0.50416744
8087_1,0.50416744
4771_10,0.50416744
10482_10,0.50416744
5324_10,0.50416744
3080_1,0.50416744
10923_7,0.50416744
1753_7,0.50416744
317_10,0.50416744
12474_8,0.50416744
773_8,0.50416744
388_1,0.50416744
12141_2,0.50416744
5667_1,0.50416744
1071_9,0.50416744
2897_10,0.50416744
9481_4,0.50416744
12025_1,0.50416744
8879_7,0.50416744
5683_1,0.50416744
7026_1,0.50416744
2439_1,0.50416744
3631_7,0.50416744
1650_9,0.50416744
5378_7,0.50416744
9745_1,0.50416744
11563_8,0.50416744
299_8,0.50416744
9471_2,0.50416744
1866_1,0.50416744
2639_4,0.50416744
5122_1,0.50416744
12341_7,0.50416744
2936_8,0.50416744
8647_10,0.50416744
4255_9,0.50416744
7262_8,0.50416744
8413_10,0.50416744
10080_1,0.50416744
3973_1,0.50416744
8752_9,0.50416744
4018_2,0.50416744
7669_1,0.50416744
10421_4,0.50416744
7854_8,0.50416744
162_8,0.50416744
11614_9,0.50416744
11343_8,0.50416744
1708_7,0.50416744
7115_4,0.50416744
10498_10,0.50416744
2944_8,0.50416744
10474_3,0.50416744
1263_1,0.50416744
1693_4,0.50416744
9600_9,0.50416744
11173_2,0.50416744
3961_2,0.50416744
8011_1,0.50416744
7386_8,0.50416744
8787_8,0.50416744
12349_9,0.50416744
1776_4,0.50416744
5885_4,0.50416744
220_4,0.50416744
5547_8,0.50416744
2853_1,0.50416744
2157_2,0.50416744
11667_2,0.50416744
194_7,0.50416744
1633_1,0.50416744
6897_2,0.50416744
11568_2,0.50416744
9219_1,0.50416744
477_8,0.50416744
8980_3,0.50416744
4612_10,0.50416744
8030_10,0.50416744
1846_8,0.50416744
2786_8,0.50416744
2634_1,0.50416744
3110_8,0.50416744
11587_8,0.50416744
11262_8,0.50416744
5680_7,0.50416744
4583_4,0.50416744
1451_1,0.50416744
4244_4,0.50416744
6176_4,0.50416744
8851_10,0.50416744
908_9,0.50416744
7494_9,0.50416744
8061_3,0.50416744
789_1,0.50416744
2374_7,0.50416744
11225_3,0.50416744
4467_4,0.50416744
8516_10,0.50416744
4121_10,0.50416744
10267_7,0.50416744
6040_8,0.50416744
8338_7,0.50416744
2903_7,0.50416744
6662_9,0.50416744
5333_10,0.50416744
7470_4,0.50416744
8813_1,0.50416744
4514_3,0.50416744
9584_7,0.50416744
11706_8,0.50416744
11538_8,0.50416744
4210_1,0.50416744
8984_1,0.50416744
3431_4,0.50416744
4973_10,0.50416744
12260_1,0.50416744
4267_10,0.50416744
9906_9,0.50416744
670_7,0.50416744
6270_3,0.50416744
5164_4,0.50416744
9741_2,0.50416744
3761_8,0.50416744
2651_2,0.50416744
7448_10,0.50416744
7184_9,0.50416744
1313_9,0.50416744
10654_8,0.50416744
7151_1,0.50416744
2320_10,0.50416744
12033_7,0.50416744
6429_1,0.50416744
1420_4,0.50416744
3002_7,0.50416744
1299_1,0.50416744
7897_9,0.50416744
1529_4,0.50416744
9760_2,0.50416744
11318_1,0.50416744
2217_3,0.50416744
11641_2,0.50416744
7238_10,0.50416744
7710_8,0.50416744
12011_8,0.50416744
4495_7,0.50416744
11144_4,0.50416744
5625_2,0.50416744
2926_7,0.50416744
8538_8,0.50416744
8875_10,0.50416744
10881_10,0.50416744
1662_7,0.50416744
4560_9,0.50416744
6714_4,0.50416744
9059_10,0.50416744
6631_10,0.50416744
8520_1,0.50416744
918_4,0.50416744
3102_10,0.50416744
3611_2,0.50416744
8434_10,0.50416744
681_7,0.50416744
7386_4,0.50416744
7566_9,0.50416744
10110_10,0.50416744
10486_10,0.50416744
1492_3,0.50416744
11823_1,0.50416744
2331_9,0.50416744
2200_2,0.50416744
9547_1,0.50416744
785_2,0.50416744
5101_4,0.50416744
5657_10,0.50416744
6902_7,0.50416744
1490_9,0.50416744
7148_9,0.50416744
7387_8,0.50416744
8277_9,0.50416744
6912_7,0.50416744
170_2,0.50416744
7702_10,0.50416744
4393_3,0.50416744
2608_3,0.50416744
4931_8,0.50416744
10589_10,0.50416744
8623_4,0.50416744
6057_2,0.50416744
2704_9,0.50416744
1790_2,0.50416744
12370_1,0.50416744
159_1,0.50416744
343_9,0.50416744
2128_9,0.50416744
11181_8,0.50416744
11775_10,0.50416744
3514_10,0.50416744
6993_2,0.50416744
2866_9,0.50416744
1000_9,0.50416744
11772_7,0.50416744
3355_9,0.50416744
8519_8,0.50416744
7879_3,0.50416744
4332_10,0.50416744
5403_1,0.50416744
1514_7,0.50416744
7904_1,0.50416744
10550_2,0.50416744
11442_10,0.50416744
2821_3,0.50416744
5766_1,0.50416744
8061_9,0.50416744
2166_1,0.50416744
6206_1,0.50416744
11124_2,0.50416744
7625_10,0.50416744
90_9,0.50416744
7959_10,0.50416744
7029_10,0.50416744
779_8,0.50416744
1101_4,0.50416744
11189_4,0.50416744
9790_4,0.50416744
10861_1,0.50416744
5902_2,0.50416744
9545_10,0.50416744
3730_1,0.50416744
4951_9,0.50416744
3295_1,0.50416744
9495_2,0.50416744
2876_1,0.50416744
2796_1,0.50416744
10338_3,0.50416744
10913_7,0.50416744
4685_2,0.50416744
11586_1,0.50416744
4904_7,0.50416744
7110_7,0.50416744
2086_4,0.50416744
7372_7,0.50416744
135_9,0.50416744
7038_3,0.50416744
1119_2,0.50416744
5057_8,0.50416744
3479_10,0.50416744
6489_8,0.50416744
4910_8,0.50416744
5979_10,0.50416744
11304_1,0.50416744
2102_9,0.50416744
8048_1,0.50416744
12153_7,0.50416744
4832_8,0.50416744
3079_9,0.50416744
8254_2,0.50416744
7981_7,0.50416744
611_1,0.50416744
307_10,0.50416744
8861_3,0.50416744
4635_4,0.50416744
6197_7,0.50416744
6739_3,0.50416744
8588_9,0.50416744
8461_7,0.50416744
10089_1,0.50416744
2609_7,0.50416744
1418_3,0.50416744
2661_10,0.50416744
1253_9,0.50416744
8815_9,0.50416744
9867_8,0.50416744
2155_1,0.50416744
12259_4,0.50416744
11224_3,0.50416744
4781_1,0.50416744
4354_9,0.50416744
9629_9,0.50416744
3629_9,0.50416744
6445_10,0.50416744
9526_10,0.50416744
5138_2,0.50416744
349_10,0.50416744
2099_7,0.50416744
4411_1,0.50416744
8127_3,0.50416744
5225_8,0.50416744
7970_3,0.50416744
5688_7,0.50416744
12099_3,0.50416744
6020_4,0.50416744
3892_8,0.50416744
2098_8,0.50416744
4851_7,0.50416744
10967_10,0.50416744
6230_4,0.50416744
2211_2,0.50416744
11978_10,0.50416744
8802_1,0.50416744
11010_3,0.50416744
10083_2,0.50416744
5588_10,0.50416744
958_10,0.50416744
6771_4,0.50416744
6767_9,0.50416744
7302_10,0.50416744
5324_3,0.50416744
7737_10,0.50416744
8603_10,0.50416744
3029_7,0.50416744
8640_2,0.50416744
2139_1,0.50416744
6305_10,0.50416744
6884_7,0.50416744
5534_8,0.50416744
7619_8,0.50416744
10057_8,0.50416744
972_7,0.50416744
6245_8,0.50416744
6627_7,0.50416744
3621_10,0.50416744
2290_4,0.50416744
24_4,0.50416744
5689_1,0.50416744
6497_4,0.50416744
12405_4,0.50416744
11720_7,0.50416744
10088_1,0.50416744
9258_9,0.50416744
354_4,0.50416744
4770_10,0.50416744
1035_3,0.50416744
739_1,0.50416744
6267_7,0.50416744
1562_8,0.50416744
1438_1,0.50416744
281_8,0.50416744
1818_1,0.50416744
3943_3,0.50416744
8116_4,0.50416744
6984_1,0.50416744
5330_4,0.50416744
8821_8,0.50416744
10484_10,0.50416744
1886_4,0.50416744
7943_2,0.50416744
6438_7,0.50416744
8931_10,0.50416744
10538_10,0.50416744
534_10,0.50416744
7329_2,0.50416744
6614_2,0.50416744
710_10,0.50416744
3120_4,0.50416744
9046_1,0.50416744
5638_2,0.50416744
2455_4,0.50416744
2652_3,0.50416744
11006_4,0.50416744
5065_3,0.50416744
9805_10,0.50416744
7092_8,0.50416744
1735_10,0.50416744
3609_1,0.50416744
1201_10,0.50416744
11024_9,0.50416744
3807_10,0.50416744
4483_10,0.50416744
4510_7,0.50416744
8037_1,0.50416744
1760_1,0.50416744
133_8,0.50416744
9039_8,0.50416744
8462_4,0.50416744
2468_10,0.50416744
7684_3,0.50416744
10350_9,0.50416744
1199_10,0.50416744
8560_1,0.50416744
6405_3,0.50416744
1295_1,0.50416744
6420_1,0.50416744
12183_9,0.50416744
11619_1,0.50416744
1415_9,0.50416744
9414_1,0.50416744
7640_4,0.50416744
9211_9,0.50416744
557_9,0.50416744
4501_9,0.50416744
8711_10,0.50416744
2402_1,0.50416744
4586_10,0.50416744
176_3,0.50416744
3545_1,0.50416744
8932_1,0.50416744
5829_10,0.50416744
3409_10,0.50416744
3636_3,0.50416744
12048_7,0.50416744
10468_10,0.50416744
11546_10,0.50416744
9444_10,0.50416744
6275_1,0.50416744
152_4,0.50416744
4767_9,0.50416744
6751_1,0.50416744
10245_4,0.50416744
5407_8,0.50416744
1923_1,0.50416744
515_9,0.50416744
9988_1,0.50416744
5928_8,0.50416744
10163_4,0.50416744
7969_10,0.50416744
1494_4,0.50416744
11211_10,0.50416744
1957_1,0.50416744
8484_7,0.50416744
848_2,0.50416744
5177_1,0.50416744
10667_10,0.50416744
3075_1,0.50416744
9443_10,0.50416744
1572_8,0.50416744
11285_8,0.50416744
3125_1,0.50416744
9265_9,0.50416744
4072_1,0.50416744
6390_2,0.50416744
6496_4,0.50416744
8766_2,0.50416744
7787_10,0.50416744
5897_10,0.50416744
9027_1,0.50416744
1538_2,0.50416744
1220_3,0.50416744
8600_3,0.50416744
11432_2,0.50416744
1424_4,0.50416744
7344_10,0.50416744
10842_1,0.50416744
10332_10,0.50416744
4340_4,0.50416744
4868_4,0.50416744
11216_9,0.50416744
12027_10,0.50416744
6785_7,0.50416744
8773_8,0.50416744
8119_4,0.50416744
10138_10,0.50416744
7197_2,0.50416744
1536_3,0.50416744
9981_7,0.50416744
4753_1,0.50416744
2795_7,0.50416744
6672_4,0.50416744
10805_7,0.50416744
5866_1,0.50416744
570_1,0.50416744
11965_8,0.50416744
3288_1,0.50416744
8135_1,0.50416744
10094_9,0.50416744
5845_10,0.50416744
3570_8,0.50416744
1240_1,0.50416744
231_1,0.50416744
10628_9,0.50416744
3536_1,0.50416744
1852_10,0.50416744
8202_7,0.50416744
5907_7,0.50416744
1759_10,0.50416744
4492_10,0.50416744
4844_7,0.50416744
3189_10,0.50416744
3403_10,0.50416744
5874_2,0.50416744
7809_10,0.50416744
3632_9,0.50416744
11767_2,0.50416744
9925_3,0.50416744
4218_1,0.50416744
12036_7,0.50416744
8973_2,0.50416744
2464_10,0.50416744
4094_1,0.50416744
10592_1,0.50416744
10648_9,0.50416744
3887_10,0.50416744
9092_8,0.50416744
10666_10,0.50416744
8389_10,0.50416744
5281_10,0.50416744
6946_1,0.50416744
1132_1,0.50416744
10052_4,0.50416744
768_10,0.50416744
5432_3,0.50416744
7424_3,0.50416744
2366_2,0.50416744
2865_3,0.50416744
7806_2,0.50416744
8878_3,0.50416744
6298_7,0.50416744
4517_4,0.50416744
12018_10,0.50416744
3662_1,0.50416744
11393_10,0.50416744
2071_10,0.50416744
8217_8,0.50416744
6568_2,0.50416744
3840_10,0.50416744
1666_3,0.50416744
2360_7,0.50416744
5778_4,0.50416744
5341_4,0.50416744
4044_2,0.50416744
2503_3,0.50416744
4095_10,0.50416744
2092_2,0.50416744
2707_3,0.50416744
573_10,0.50416744
6441_7,0.50416744
7565_3,0.50416744
9499_7,0.50416744
657_10,0.50416744
8840_10,0.50416744
1407_4,0.50416744
12453_2,0.50416744
8273_9,0.50416744
8366_7,0.50416744
10643_9,0.50416744
9998_1,0.50416744
1385_1,0.50416744
1354_4,0.50416744
4674_7,0.50416744
3515_4,0.50416744
10426_8,0.50416744
10226_3,0.50416744
10391_4,0.50416744
9968_1,0.50416744
2893_3,0.50416744
2546_9,0.50416744
37_1,0.50416744
1757_10,0.50416744
1569_8,0.50416744
1466_3,0.50416744
7783_1,0.50416744
9506_10,0.50416744
10835_3,0.50416744
2917_9,0.50416744
2495_7,0.50416744
1686_10,0.50416744
2414_7,0.50416744
5318_8,0.50416744
8858_8,0.50416744
8112_1,0.50416744
6532_2,0.50416744
2526_10,0.50416744
11089_7,0.50416744
4297_8,0.50416744
3179_9,0.50416744
5832_10,0.50416744
10539_8,0.50416744
9226_10,0.50416744
9878_1,0.50416744
7940_10,0.50416744
7195_10,0.50416744
2979_1,0.50416744
3597_10,0.50416744
2931_8,0.50416744
8571_10,0.50416744
12148_1,0.50416744
4047_2,0.50416744
6164_10,0.50416744
2214_8,0.50416744
5903_1,0.50416744
7931_9,0.50416744
1205_3,0.50416744
5983_10,0.50416744
10424_7,0.50416744
11032_7,0.50416744
1303_10,0.50416744
10390_1,0.50416744
8349_2,0.50416744
3605_8,0.50416744
12273_1,0.50416744
60_1,0.50416744
3879_9,0.50416744
12431_4,0.50416744
4499_2,0.50416744
5786_10,0.50416744
5521_4,0.50416744
793_8,0.50416744
7948_3,0.50416744
9022_2,0.50416744
11071_1,0.50416744
4991_3,0.50416744
8226_1,0.50416744
8762_3,0.50416744
6918_4,0.50416744
844_10,0.50416744
11503_8,0.50416744
7406_8,0.50416744
7743_1,0.50416744
514_3,0.50416744
10927_9,0.50416744
3731_7,0.50416744
8870_4,0.50416744
11099_10,0.50416744
8456_10,0.50416744
10944_7,0.50416744
7168_3,0.50416744
3378_10,0.50416744
8203_3,0.50416744
5676_1,0.50416744
5061_9,0.50416744
6238_8,0.50416744
1136_8,0.50416744
6234_3,0.50416744
9510_3,0.50416744
9632_7,0.50416744
4357_1,0.50416744
1176_9,0.50416744
10821_8,0.50416744
4143_4,0.50416744
5074_8,0.50416744
11673_1,0.50416744
11072_2,0.50416744
1816_4,0.50416744
3974_7,0.50416744
796_4,0.50416744
8540_2,0.50416744
10959_8,0.50416744
4576_10,0.50416744
7030_1,0.50416744
3340_10,0.50416744
3223_3,0.50416744
3030_1,0.50416744
4194_1,0.50416744
11322_1,0.50416744
1785_1,0.50416744
7109_2,0.50416744
4120_1,0.50416744
3024_7,0.50416744
589_2,0.50416744
2480_10,0.50416744
4878_1,0.50416744
571_1,0.50416744
12156_8,0.50416744
7547_9,0.50416744
6577_10,0.50416744
7101_3,0.50416744
1731_3,0.50416744
10424_1,0.50416744
9056_10,0.50416744
11959_3,0.50416744
6952_4,0.50416744
8709_10,0.50416744
4716_10,0.50416744
2393_10,0.50416744
4007_7,0.50416744
1196_2,0.50416744
8483_1,0.50416744
1840_3,0.50416744
6108_1,0.50416744
4621_8,0.50416744
11332_4,0.50416744
8800_10,0.50416744
886_7,0.50416744
6495_8,0.50416744
6193_10,0.50416744
10297_1,0.50416744
4233_1,0.50416744
3121_10,0.50416744
1681_10,0.50416744
5789_1,0.50416744
6446_10,0.50416744
479_9,0.50416744
6401_1,0.50416744
7602_1,0.50416744
10792_1,0.50416744
11436_9,0.50416744
6944_1,0.50416744
6275_9,0.50416744
7314_10,0.50416744
8887_9,0.50416744
1835_8,0.50416744
8403_7,0.50416744
2090_1,0.50416744
12310_1,0.50416744
9795_9,0.50416744
4260_1,0.50416744
3214_4,0.50416744
10974_8,0.50416744
3374_10,0.50416744
2251_2,0.50416744
2325_7,0.50416744
28_9,0.50416744
